job_id,domain,dataset,dataset_name,hub_dataset_name,frequency,term,family,model,model_id,windows_requested,series_requested,windows_per_series,context_cap,baseline_context_cap,baseline_validation_folds,baseline_season_length,moirai_samples,quantile_grid,data_path,data_root_path,output_slug,status_path,download_command,command,status
external_v1_chronos_car_parts_m_short,Sales,car_parts/M/short,car_parts,car_parts_with_missing,M,short,chronos,chronos_bolt_small,amazon/chronos-bolt-small,16,16,1,512,2048,3,12,,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/car_parts_with_missing/M,data/gift-eval/car_parts_with_missing,external_v1_chronos_car_parts_m_short,results/raw_forecasts/external_v1_chronos_car_parts_m_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name car_parts_with_missing,".venv-chronos/bin/python scripts/run_chronos_bolt_gift_eval_raw.py --dataset-name car_parts_with_missing --data-path data/gift-eval/car_parts_with_missing/M --term short --model-id amazon/chronos-bolt-small --model-name chronos_bolt_small --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 12 --domain Sales --regime external_locked --output-slug external_v1_chronos_car_parts_m_short --export-history-sidecar --quantile-levels 0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",ready_not_run
external_v1_moirai_car_parts_m_short,Sales,car_parts/M/short,car_parts,car_parts_with_missing,M,short,moirai,moirai_1_1_small,Salesforce/moirai-1.1-R-small,16,16,1,512,2048,3,12,100,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/car_parts_with_missing/M,data/gift-eval/car_parts_with_missing,external_v1_moirai_car_parts_m_short,results/raw_forecasts/external_v1_moirai_car_parts_m_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name car_parts_with_missing,.venv-moirai/bin/python scripts/run_moirai_gift_eval_raw.py --dataset-name car_parts_with_missing --data-path data/gift-eval/car_parts_with_missing/M --term short --model-id Salesforce/moirai-1.1-R-small --model-name moirai_1_1_small --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 12 --domain Sales --regime external_locked --output-slug external_v1_moirai_car_parts_m_short --export-history-sidecar --model-family moirai1 --num-samples 100 --seed 7,ready_not_run
external_v1_timesfm_car_parts_m_short,Sales,car_parts/M/short,car_parts,car_parts_with_missing,M,short,timesfm,timesfm_2_5,google/timesfm-2.5-200m-pytorch,16,16,1,512,2048,3,12,,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/car_parts_with_missing/M,data/gift-eval/car_parts_with_missing,external_v1_timesfm_car_parts_m_short,results/raw_forecasts/external_v1_timesfm_car_parts_m_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name car_parts_with_missing,.venv-chronos/bin/python scripts/run_timesfm_gift_eval_raw.py --dataset-name car_parts_with_missing --data-path data/gift-eval/car_parts_with_missing/M --term short --model-id google/timesfm-2.5-200m-pytorch --model-name timesfm_2_5 --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 12 --domain Sales --regime external_locked --output-slug external_v1_timesfm_car_parts_m_short --export-history-sidecar,ready_not_run
external_v1_chronos_m_dense_h_short,Transport,m_dense/H/short,m_dense,M_DENSE,H,short,chronos,chronos_bolt_small,amazon/chronos-bolt-small,16,16,1,512,2048,3,48,,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/M_DENSE/H,data/gift-eval/M_DENSE,external_v1_chronos_m_dense_h_short,results/raw_forecasts/external_v1_chronos_m_dense_h_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name M_DENSE,".venv-chronos/bin/python scripts/run_chronos_bolt_gift_eval_raw.py --dataset-name M_DENSE --data-path data/gift-eval/M_DENSE/H --term short --model-id amazon/chronos-bolt-small --model-name chronos_bolt_small --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 48 --domain Transport --regime external_locked --output-slug external_v1_chronos_m_dense_h_short --export-history-sidecar --quantile-levels 0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",ready_not_run
external_v1_moirai_m_dense_h_short,Transport,m_dense/H/short,m_dense,M_DENSE,H,short,moirai,moirai_1_1_small,Salesforce/moirai-1.1-R-small,16,16,1,512,2048,3,48,100,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/M_DENSE/H,data/gift-eval/M_DENSE,external_v1_moirai_m_dense_h_short,results/raw_forecasts/external_v1_moirai_m_dense_h_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name M_DENSE,.venv-moirai/bin/python scripts/run_moirai_gift_eval_raw.py --dataset-name M_DENSE --data-path data/gift-eval/M_DENSE/H --term short --model-id Salesforce/moirai-1.1-R-small --model-name moirai_1_1_small --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 48 --domain Transport --regime external_locked --output-slug external_v1_moirai_m_dense_h_short --export-history-sidecar --model-family moirai1 --num-samples 100 --seed 7,ready_not_run
external_v1_timesfm_m_dense_h_short,Transport,m_dense/H/short,m_dense,M_DENSE,H,short,timesfm,timesfm_2_5,google/timesfm-2.5-200m-pytorch,16,16,1,512,2048,3,48,,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/M_DENSE/H,data/gift-eval/M_DENSE,external_v1_timesfm_m_dense_h_short,results/raw_forecasts/external_v1_timesfm_m_dense_h_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name M_DENSE,.venv-chronos/bin/python scripts/run_timesfm_gift_eval_raw.py --dataset-name M_DENSE --data-path data/gift-eval/M_DENSE/H --term short --model-id google/timesfm-2.5-200m-pytorch --model-name timesfm_2_5 --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 48 --domain Transport --regime external_locked --output-slug external_v1_timesfm_m_dense_h_short --export-history-sidecar,ready_not_run
external_v1_chronos_sz_taxi_15t_short,Transport,sz_taxi/15T/short,sz_taxi,sz_taxi,15T,short,chronos,chronos_bolt_small,amazon/chronos-bolt-small,16,16,1,512,2048,3,48,,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/sz_taxi/15T,data/gift-eval/sz_taxi,external_v1_chronos_sz_taxi_15t_short,results/raw_forecasts/external_v1_chronos_sz_taxi_15t_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name sz_taxi,".venv-chronos/bin/python scripts/run_chronos_bolt_gift_eval_raw.py --dataset-name sz_taxi --data-path data/gift-eval/sz_taxi/15T --term short --model-id amazon/chronos-bolt-small --model-name chronos_bolt_small --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 48 --domain Transport --regime external_locked --output-slug external_v1_chronos_sz_taxi_15t_short --export-history-sidecar --quantile-levels 0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",ready_not_run
external_v1_moirai_sz_taxi_15t_short,Transport,sz_taxi/15T/short,sz_taxi,sz_taxi,15T,short,moirai,moirai_1_1_small,Salesforce/moirai-1.1-R-small,16,16,1,512,2048,3,48,100,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/sz_taxi/15T,data/gift-eval/sz_taxi,external_v1_moirai_sz_taxi_15t_short,results/raw_forecasts/external_v1_moirai_sz_taxi_15t_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name sz_taxi,.venv-moirai/bin/python scripts/run_moirai_gift_eval_raw.py --dataset-name sz_taxi --data-path data/gift-eval/sz_taxi/15T --term short --model-id Salesforce/moirai-1.1-R-small --model-name moirai_1_1_small --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 48 --domain Transport --regime external_locked --output-slug external_v1_moirai_sz_taxi_15t_short --export-history-sidecar --model-family moirai1 --num-samples 100 --seed 7,ready_not_run
external_v1_timesfm_sz_taxi_15t_short,Transport,sz_taxi/15T/short,sz_taxi,sz_taxi,15T,short,timesfm,timesfm_2_5,google/timesfm-2.5-200m-pytorch,16,16,1,512,2048,3,48,,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/sz_taxi/15T,data/gift-eval/sz_taxi,external_v1_timesfm_sz_taxi_15t_short,results/raw_forecasts/external_v1_timesfm_sz_taxi_15t_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name sz_taxi,.venv-chronos/bin/python scripts/run_timesfm_gift_eval_raw.py --dataset-name sz_taxi --data-path data/gift-eval/sz_taxi/15T --term short --model-id google/timesfm-2.5-200m-pytorch --model-name timesfm_2_5 --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 48 --domain Transport --regime external_locked --output-slug external_v1_timesfm_sz_taxi_15t_short --export-history-sidecar,ready_not_run
external_v1_chronos_bizitobs_l2c_5t_medium,Web/CloudOps,bizitobs_l2c/5T/medium,bizitobs_l2c,bizitobs_l2c,5T,medium,chronos,chronos_bolt_small,amazon/chronos-bolt-small,16,16,1,512,2048,3,48,,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/bizitobs_l2c/5T,data/gift-eval/bizitobs_l2c,external_v1_chronos_bizitobs_l2c_5t_medium,results/raw_forecasts/external_v1_chronos_bizitobs_l2c_5t_medium_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name bizitobs_l2c,".venv-chronos/bin/python scripts/run_chronos_bolt_gift_eval_raw.py --dataset-name bizitobs_l2c --data-path data/gift-eval/bizitobs_l2c/5T --term medium --model-id amazon/chronos-bolt-small --model-name chronos_bolt_small --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 48 --domain Web/CloudOps --regime external_locked --output-slug external_v1_chronos_bizitobs_l2c_5t_medium --export-history-sidecar --quantile-levels 0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",ready_not_run
external_v1_moirai_bizitobs_l2c_5t_medium,Web/CloudOps,bizitobs_l2c/5T/medium,bizitobs_l2c,bizitobs_l2c,5T,medium,moirai,moirai_1_1_small,Salesforce/moirai-1.1-R-small,16,16,1,512,2048,3,48,100,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/bizitobs_l2c/5T,data/gift-eval/bizitobs_l2c,external_v1_moirai_bizitobs_l2c_5t_medium,results/raw_forecasts/external_v1_moirai_bizitobs_l2c_5t_medium_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name bizitobs_l2c,.venv-moirai/bin/python scripts/run_moirai_gift_eval_raw.py --dataset-name bizitobs_l2c --data-path data/gift-eval/bizitobs_l2c/5T --term medium --model-id Salesforce/moirai-1.1-R-small --model-name moirai_1_1_small --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 48 --domain Web/CloudOps --regime external_locked --output-slug external_v1_moirai_bizitobs_l2c_5t_medium --export-history-sidecar --model-family moirai1 --num-samples 100 --seed 7,ready_not_run
external_v1_timesfm_bizitobs_l2c_5t_medium,Web/CloudOps,bizitobs_l2c/5T/medium,bizitobs_l2c,bizitobs_l2c,5T,medium,timesfm,timesfm_2_5,google/timesfm-2.5-200m-pytorch,16,16,1,512,2048,3,48,,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/bizitobs_l2c/5T,data/gift-eval/bizitobs_l2c,external_v1_timesfm_bizitobs_l2c_5t_medium,results/raw_forecasts/external_v1_timesfm_bizitobs_l2c_5t_medium_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name bizitobs_l2c,.venv-chronos/bin/python scripts/run_timesfm_gift_eval_raw.py --dataset-name bizitobs_l2c --data-path data/gift-eval/bizitobs_l2c/5T --term medium --model-id google/timesfm-2.5-200m-pytorch --model-name timesfm_2_5 --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 48 --domain Web/CloudOps --regime external_locked --output-slug external_v1_timesfm_bizitobs_l2c_5t_medium --export-history-sidecar,ready_not_run
external_v1_chronos_bitbrains_fast_storage_5t_short,Web/CloudOps,bitbrains_fast_storage/5T/short,bitbrains_fast_storage,bitbrains_fast_storage,5T,short,chronos,chronos_bolt_small,amazon/chronos-bolt-small,16,16,1,512,2048,3,48,,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/bitbrains_fast_storage/5T,data/gift-eval/bitbrains_fast_storage,external_v1_chronos_bitbrains_fast_storage_5t_short,results/raw_forecasts/external_v1_chronos_bitbrains_fast_storage_5t_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name bitbrains_fast_storage,".venv-chronos/bin/python scripts/run_chronos_bolt_gift_eval_raw.py --dataset-name bitbrains_fast_storage --data-path data/gift-eval/bitbrains_fast_storage/5T --term short --model-id amazon/chronos-bolt-small --model-name chronos_bolt_small --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 48 --domain Web/CloudOps --regime external_locked --output-slug external_v1_chronos_bitbrains_fast_storage_5t_short --export-history-sidecar --quantile-levels 0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9",ready_not_run
external_v1_moirai_bitbrains_fast_storage_5t_short,Web/CloudOps,bitbrains_fast_storage/5T/short,bitbrains_fast_storage,bitbrains_fast_storage,5T,short,moirai,moirai_1_1_small,Salesforce/moirai-1.1-R-small,16,16,1,512,2048,3,48,100,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/bitbrains_fast_storage/5T,data/gift-eval/bitbrains_fast_storage,external_v1_moirai_bitbrains_fast_storage_5t_short,results/raw_forecasts/external_v1_moirai_bitbrains_fast_storage_5t_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name bitbrains_fast_storage,.venv-moirai/bin/python scripts/run_moirai_gift_eval_raw.py --dataset-name bitbrains_fast_storage --data-path data/gift-eval/bitbrains_fast_storage/5T --term short --model-id Salesforce/moirai-1.1-R-small --model-name moirai_1_1_small --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 48 --domain Web/CloudOps --regime external_locked --output-slug external_v1_moirai_bitbrains_fast_storage_5t_short --export-history-sidecar --model-family moirai1 --num-samples 100 --seed 7,ready_not_run
external_v1_timesfm_bitbrains_fast_storage_5t_short,Web/CloudOps,bitbrains_fast_storage/5T/short,bitbrains_fast_storage,bitbrains_fast_storage,5T,short,timesfm,timesfm_2_5,google/timesfm-2.5-200m-pytorch,16,16,1,512,2048,3,48,,"q10,q20,q30,q40,q50,q60,q70,q80,q90",data/gift-eval/bitbrains_fast_storage/5T,data/gift-eval/bitbrains_fast_storage,external_v1_timesfm_bitbrains_fast_storage_5t_short,results/raw_forecasts/external_v1_timesfm_bitbrains_fast_storage_5t_short_status.json,.venv-chronos/bin/python scripts/download_gift_eval_subset.py --dataset-name bitbrains_fast_storage,.venv-chronos/bin/python scripts/run_timesfm_gift_eval_raw.py --dataset-name bitbrains_fast_storage --data-path data/gift-eval/bitbrains_fast_storage/5T --term short --model-id google/timesfm-2.5-200m-pytorch --model-name timesfm_2_5 --max-series 16 --max-windows 1 --context-cap 512 --baseline-mode rolling_pre_origin --baseline-context-cap 2048 --baseline-season-length 48 --domain Web/CloudOps --regime external_locked --output-slug external_v1_timesfm_bitbrains_fast_storage_5t_short --export-history-sidecar,ready_not_run
